Tax parcel Number,Street Number,Street Name,Present Use,Historic Function,Historic Use,Date of const.,Dates of alteration,Style,No. of Stories,Construction method,Exterior material: historic 1,Exterior material: historic 2,Exterior material: present,Roof Type,Roof Material,Founda- tion Material,Additions,Porch location 1,Porch condition,Window condition,Overall integrity,Contri- buting,Endan- gered?,Distinctive features,Notes,Outbldg 1 type,Outbldg 1 date,Outbldg 1 construction method,Outbldg 1 distinctive features,Outbldg 2 type,Outbldg 2 date,Landscape features
86.33-3-9,36-38,Main St,Commercial,Commerce/ Trade,Specialty Store,1873,1975,Italianate,,brick,brick,,,flat,asphalt,brick,,,,intact,altered,Yes,No,"2 story, 6 bay façade w/ wood bracketed cornice, segmental arched windows w/ cast iron headers; 2 storefronts w/ bracketed cornice infilled w/ wood clapboard siding and multipane bow windows (1975); central entrance to 2nd story",,barn,1873,wood frame,"1 story, front gable roof w/ 1 bay (N side) w/ swing doors",,,"unpaved parking lot in rear, connects to S. Chestnut Street"
86.148-1-8,53-57,Main St,Commercial,Commerce/ Trade,Specialty Store,1887,c1970,Colonial Revival,2,wood frame,wood clapboard,,asbestos shingle,front gable,asphalt,stone,,,,replaced,altered,Yes,No,"2 story façade w/ parapet wall, pointed window headers; storefronts altered, transoms infilled; dentil band on cornice",,,,,,,,
86.148-1-11,54-56,Main St,Commercial,Commerce/ Trade,Specialty Store,1888,c1920,Classical Revival,3,wood frame,brick veneer,wood clapboard,vinyl clapboard,flat,asphalt,stone,,,,replaced,intact,Yes,No,"storefront intact, arched windows w/ keystones; pressed metal cornice; entrance w/ fluted pilasters; 2 story oriel window; tile decoration above 3rd story windows",,,,,,,,
86.148-1-13,60-62,Main St,Commercial,Commerce/ Trade,Specialty Store,1857,,Classical Revival,2,wood frame,wood clapboard,,vinyl novelty,gable,asphalt,stone,rear,rear,intact,altered,altered,Yes,No,"2 story 5 bay façade w/ commercial at street level; box cornice w/ frieze & gable returns, brackets; storefront altered, brick piers and kneewalls at street level, pentice; shed roof broken eave dormer; rear porch w/ hipped roof",,,,,,,,
86.148-1-14,66-70,Main St,Commercial,Commerce/ Trade,Specialty Store,1883,,Italianate,2,wood frame,wood clapboard,,metal clapboard,cross gable,asphalt,stone,,,,mixed,altered,Yes,No,"2 storefronts, E front intact w/ wood cornice w/ brackets, W front infilled with walls and small windows; wood cornice at roof; 2nd story windows replaced",,,,,,,,
86.148-1-15,72-74,Main St,Commercial,Commerce/ Trade,Specialty Store,1870,c1975,,2,wood frame,wood clapboard,,vinyl clapboard,front gable,standing seam metal,stone,,,,altered,altered,Yes,No,storefront paneled and painted; 2nd story windows altered,,,,,,,,
86.127-1-16,73-77,Main St,Commercial,Commerce/ Trade,Specialty Store,1895,,Queen Anne,2,brick,brick,,,gable,asphalt,brick,,,intact,intact,intact,Yes,Yes,2 story facade 1st story: central entrance to upper story flanked by cast iron store fronts w/ sheet metal cornices; 7 bay 2nd story w/ arched windows and sheet metal cornice; central front gable broken eave dormer flanked by 2 smaller front gable dormers,notable example of type,,,,,,,
86.148-1-16,76-80,Main St,Commercial,Commerce/ Trade,Specialty Store,1870,2003,,2,wood frame,wood clapboard,,metal clapboard,cross gable,asphalt,concrete block,,,,altered,altered,Yes,No,storefront infilled w/ brick kneewall,,,,,,,,paved parking lot on S side
86.127-1-16,79-81,Main St,Commercial,Commerce/ Trade,Specialty Store,1920,,,1,wood frame,wood clapboard,,brick veneer,gable,asphalt,stone,,,,replaced,altered,Yes,No,1 story façade w/ 2 storefronts w/ new infill; canvas awnings,,barn,c1900,wood frame,"1 1/2 story, front gable, wood clapboard, 1 bay w/ swing doors on both N & S ends",,,unpaved parking lot N side
86.144-2-15,2,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1920,,Bungalow,1,wood frame,wood clapboard,,vinyl clapboard,gable,asphalt,concrete block,full front,full front,intact,replaced,altered,Yes,No,"1 story, 3 bay façade, full front porch under extension of roof, wood posts; shed roof dormer w/ 3 windows; brick chimney S side",,,,,,,,
86.144-1-9,3,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1930,,Craftsman Cottage,1 1/2,wood frame,wood clapboard,,,cross jerkin gable,asphalt,concrete block,full front,full front,altered,intact,intact,Yes,No,"1 story, 3 bay façade, side entrance, full front porch, turned posts (replaced); cross gable (jerkin) dormer N end w/ 2 windows",,,,,,,,
86.144-2-16,4,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1930,,Tudor Revival,2,wood frame,wood clapboard,,metal clapboard,gable,asphalt,concrete block,full front,full front,intact,replaced,altered,Yes,No,"1 story, 2 bay façade, full front porch under overhanging roof; false roof line w/shed dormers front & rear w/ paired windows; brick chimney S side",,garage,c1930,wood frame,,,,
86.144-1-8,5,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1950,,Ranch,1,wood frame,wood clapboard,,asbestos shingle,cross gable,asphalt,concrete block,entrance,entrance,intact,replaced,altered,Yes,No,"1 story, 3 bay façade, center entrance w/ brick deck; picture window in cross gable bay on N side of façade; brick chimney S side",,,,,,,,
86.144-2-17,6,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1925,,Craftsman,2,wood frame,wood clapboard,,metal clapboard,gable,asphalt,concrete block,full front,full front,intact,replaced,altered,Yes,No,"2 story, 2 bay façade, full front porch, knee wall & wood posts",,,,,,,,
86.144-2-18,8,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1927,,Craftsman,2,wood frame,wood clapboard,,asbestos shingle,gable,asphalt,concrete block,full front,full front,intact,mixed,altered,Yes,No,"2 story, 2 bay façade, tripartite window on 1st story, full front porch, knee wall & wood posts; 1 story sun room S side",built for Peter Adams,barn,1927,wood frame,,,,
86.144-1-7,9,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1930,,Craftsman Cottage,1,wood frame,wood clapboard,,vinyl clapboard,hipped,asphalt,concrete block,full front,full front,enclosed,replaced,altered,Yes,No,"1 story, 2 bay hipped roof façade, full front porch (enclosed)",,,,,,,,
86.144-2-19,10,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1930,,Craftsman,2,wood frame,wood clapboard,,asbestos shingle,front gable,asphalt,concrete block,full front,full front,enclosed,replaced,altered,Yes,No,"2 story, 2 bay front gable façade, full front porch (enclosed); window in gable",,garage,c1930,wood frame,,,,
86.144-1-6,11,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1920,,Dutch Colonial Revival,2,wood frame,wood clapboard,,vinyl clapboard,false gambrel,asphalt,stone,full front,full front,intact,intact,altered,Yes,No,"2 story 2 bay façade; false gambrel roof, shed dormer for 2nd story; full front porch enclosed (original) w/tripartite windows & entrance w/ arched transoms; braces on side roof overhangs",,garage,c1920,wood frame,"1 story, front gable, 1 bay w/ OHD",,,
86.144-2-20,12,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1920,,Craftsman Cottage,1,wood frame,wood clapboard,,asbestos shingle,front gable,asphalt,concrete block,full front,full front,intact,replaced,altered,Yes,No,"1 story, 3 bay front gable façade, center entrance, full front porch w/ knee wall & wood posts, paired windows, paired windows in gable; braces on front overhang; shed dormers on sides",,garage,c1920,wood frame,"1 story, gable roof, wood novelty siding, 2 bays w/ OHD",,,
86.144-1-5,13,Millrock Rd,Multi Family Residence,Domestic,Multiple Dwelling,1935,c1945,Craftsman,2,wood frame,wood clapboard,,asbestos shingle,front gable,asphalt,concrete block,full front,full front,enclosed,intact,altered,Yes,No,"2 story, 2 bay front gale façade, full front porch (enclosed), paired windows in gable; shed dormers on side; 1 story cross gable ell N side",16 room apartment house built for Emma Gilbert,,,,,,,
86.144-2-21,14,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1920,,Craftsman Cottage,1,wood frame,wood clapboard,,vinyl clapboard,front gable,asphalt,concrete block,full front,full front,enclosed,replaced,altered,Yes,No,"1 story, 3 bay front gable façade, full front porch (enclosed) w/ center entrance & paired windows; 2 windows in gable; braces on front overhang; 1 story bay window S side",,garage,c1920,wood frame,"1 story, hipped roof, 1 double bay w/ OHD (replacement)",,,
86.144-1-4,15,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1930,,Colonial Revival,2,wood frame,wood clapboard,,metal clapboard,front gable,asphalt,concrete block,entrance,entrance,intact,intact,altered,Yes,No,"2 story, 2 bay front gable façade, front gable entrance vestibule w/brick pad & steps & iron rails",,garage,c1930,wood frame,"1 story, front gable, 1 bay w/ OHD",,,
86.144-2-22,16,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1920,,Craftsman,2,wood frame,wood clapboard,,wood shingle,front gable,asphalt,concrete block,full front,full front,enclosed,replaced,altered,Yes,No,"2 story, 3 bay façade, full front porch (enclosed)",,garage,c1920,wood frame,,,,
86.144-1-3,17,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1932,,Colonial Revival,1,wood frame,wood clapboard,,metal clapboard,gable,asphalt,concrete block,entrance,entrance,intact,replaced,altered,Yes,No,"1 story, 3 bay façade, center entrance, front gable porch w/ column posts & arched ceiling; paired windows; two front gable dormers",notable example of type,garage,c1932,wood frame,"1 story, front gable, 1 bay w/ OHD",,,
86.144-2-23,18,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1929,,Craftsman Cottage,1,wood frame,wood clapboard,,metal clapboard,front gable,asphalt,concrete block,full front,full front,enclosed,mixed,altered,No,No,"1 story, 3 bay front gable façade, full front porch (enclosed) w/ center entrance & paired windows; wood deck & steps at entrance; window in gable; large shed dormer S side (added) greenhouse S side (added)",,garage,c1929,wood frame,,,,
86.144-2-24,20,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1930,,Tudor Revival,2,wood frame,wood clapboard,,metal clapboard,front gable,asphalt,concrete block,entrance,entrance,altered,mixed,altered,Yes,No,"2 story, 2 bay front gable façade, 1 story front gable addition on façade obscuring entrance & brick chimney; 2 story cross gable bay S side",,,,,,,,
86.144-2-1,22,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1920,,Colonial Revival,1 1/2,wood frame,wood clapboard,,asbestos shingle,gable,asphalt,concrete block,entrance,entrance,intact,mixed,intact,Yes,No,"1 1/2 story, 3 bay façade, center entrance in front gable vestibule & concrete pad, 2 front gable dormers",,,,,,,,
86.128-1-8.1,23,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1926,,Cape,1,wood frame,wood clapboard,,cedar shakes,gable,asphalt,concrete block,entrance,entrance,intact,intact,intact,Yes,No,"1 story, 3 bay façade, center entrance w/ cross gable porch, paired windows.",notable example of type; built by Stanley E. Hasbrouck,,,,,,,pin oaks
86.128-2-13,24,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1934,,Craftsman,1,wood frame,wood clapboard,,,gable,asphalt,concrete block,entrance,entrance,intact,mixed,intact,Yes,No,"1 story, 4 bay façade; entrance & 2 windows on N side in recessed porch; 2 shed roof, 1 bay dormers on front, large shed dormer on rear",,garage,c1934,wood frame,,garage,c1950,mature trees along S property line
86.128-2-14,26,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1954,,Cape,1,wood frame,brick veneer,wood clapboard,,gable,asphalt,concrete block,entrance,entrance,intact,replaced,intact,Yes,No,"1 story, 3 bay façade, central entrance in clapboard front gable vestibule w/ concrete deck & steps & iron railings; paired windows; brick chimney S end",,,,,,,,
86.128-2-15,28,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1947,,Cape,1,wood frame,wood clapboard,,metal clapboard,gable,asphalt,concrete block,entrance,entrance,intact,replaced,altered,Yes,No,"1 story, 3 bay façade; central entrance recessed under projecting cross gable dormer, stone deck & steps & iron railing; 1 bay garage attached to N end; rear addition",,,,,,,,
86.128-2-16,30,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1945,,Cape,1,wood frame,brick veneer,wood clapboard,vinyl clapboard,gable,asphalt,concrete block,entrance,entrance,intact,replaced,intact,Yes,No,"1 story, 4 bay façade, central entrance in cross gable clapboard vestibule, masonry pad; picture window N of entrance, added oriel window S of entrance; second entrance S gable end",,garage,1945,wood frame,"1 story, front gable, brick veneer façade, wood clapboard sides & rear; 1 bay w/ OHD",,,
86.128-1-7,31,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1940,,Cape,1,wood frame,stone,brick,,gable,asphalt,concrete block,entrance,entrance,intact,intact,intact,Yes,No,"1 story, 4 bay façade w/ cross gable bay on N side; entrance notched in S corner of bay, concrete pad, brick steps & iron railings; 3-sided bay window N of entrance, 2 windows on S.","notable example of type, built for Lee Keator",,,,,,,mature maple & evergreen; house on knoll w/ concrete steps from street to entrance
86.128-2-18,36,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1951,,Cape,1,wood frame,brick veneer,wood clapboard,vinyl clapboard,gable,asphalt,concrete block,entrance,entrance,intact,replaced,altered,Yes,No,"1 story, 3 bay façade, central entrance; two story rear wall (sided with clapboard)",,,,,,,,
86.128-1-6,37,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1960,,Split Level,2,wood frame,wood clapboard,,metal clapboard,cross gable,asphalt,concrete block,entrance,entrance,intact,intact,intact,Yes,No,2 story front gable façade N side w/ 1 story cross gable S section; entrance in 1 story section under overhang; 1 bay garage w/ OHD in lower level of 2 story section,,,,,,,,
86.128-1-5,43,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1962,,Cape,1,wood frame,wood clapboard,,,gable,asphalt,concrete block,entrance,entrance,intact,intact,intact,Yes,No,"1 story, 3 bay façade, center entrance under roof overhang, stone pad & steps, iron railings; picture window S side; brick chimney S end; 1 bay garage w/ OHD attached to N end",,,,,,,,mature trees S side of property
86.128-2-19.11,44,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1965,,Raised Ranch,1 1/2,wood frame,wood shingle,brick,,gable,asphalt,concrete block,entrance,entrance,intact,mixed,altered,Yes,No,"1 1/2 story, 4 bay façade; central entrance recessed under roof",,shed,c1990,wood frame,,,,
86.128-1-4,45,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1950,,Ranch,1,wood frame,wood clapboard,,metal clapboard,gable,asphalt,concrete block,entrance,entrance,intact,intact,intact,Yes,No,"1 story, 3 bay façade, center offset entrance under overhand w/ concrete pad & iron railings; 6-part picture window N side, sliding windows high on wall; brick chimney N end",,,,,,,,
86.128-2-20,46,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1955,,Cape,1,wood frame,wood clapboard,brick,wood clapboard,gable,asphalt,concrete block,entrance,entrance,altered,intact,altered,Yes,No,"1 story, 3 bay façade, central entrance in clapboard front gable vestibule, wood deck & stairs (added); picture window S side; brick chimney S side; 1 story. flat roof addition S side w/ bow window",,,,,,,,mature trees
86.128-1-3,47,Millrock Rd,Single Family Residence,Domestic,Single Dwelling,1943,,Cape,1,wood frame,wood clapboard,asbestos shingle,,gable,asphalt,concrete block,entrance,entrance,intact,intact,intact,Yes,No,"1 story, 3 bay façade, center entrance w/ masonry pad & iron railings; large shed dormer added to rear",,,,,,,,
